column_order,column_name,source_file,source_url,note
11,officer_address_line_2,data/321_Black_Hills_Area_Community_Foundation_2025_08/01_data/raw/nccs_990/postcard/raw/snapshot_year=2026/snapshot_month=2026-03/2026-03-E-POSTCARD.csv,https://nccsdata.s3.us-east-1.amazonaws.com/raw/e-postcard/2026-03-E-POSTCARD.csv,Inferred from the NCCS raw e-Postcard CSV header; field definitions come from the IRS 990-N data dictionary PDF.
12,officer_city,data/321_Black_Hills_Area_Community_Foundation_2025_08/01_data/raw/nccs_990/postcard/raw/snapshot_year=2026/snapshot_month=2026-03/2026-03-E-POSTCARD.csv,https://nccsdata.s3.us-east-1.amazonaws.com/raw/e-postcard/2026-03-E-POSTCARD.csv,Inferred from the NCCS raw e-Postcard CSV header; field definitions come from the IRS 990-N data dictionary PDF.
13,officer_province,data/321_Black_Hills_Area_Community_Foundation_2025_08/01_data/raw/nccs_990/postcard/raw/snapshot_year=2026/snapshot_month=2026-03/2026-03-E-POSTCARD.csv,https://nccsdata.s3.us-east-1.amazonaws.com/raw/e-postcard/2026-03-E-POSTCARD.csv,Inferred from the NCCS raw e-Postcard CSV header; field definitions come from the IRS 990-N data dictionary PDF.
14,officer_state,data/321_Black_Hills_Area_Community_Foundation_2025_08/01_data/raw/nccs_990/postcard/raw/snapshot_year=2026/snapshot_month=2026-03/2026-03-E-POSTCARD.csv,https://nccsdata.s3.us-east-1.amazonaws.com/raw/e-postcard/2026-03-E-POSTCARD.csv,Inferred from the NCCS raw e-Postcard CSV header; field definitions come from the IRS 990-N data dictionary PDF.
15,officer_zip,data/321_Black_Hills_Area_Community_Foundation_2025_08/01_data/raw/nccs_990/postcard/raw/snapshot_year=2026/snapshot_month=2026-03/2026-03-E-POSTCARD.csv,https://nccsdata.s3.us-east-1.amazonaws.com/raw/e-postcard/2026-03-E-POSTCARD.csv,Inferred from the NCCS raw e-Postcard CSV header; field definitions come from the IRS 990-N data dictionary PDF.
16,officer_country,data/321_Black_Hills_Area_Community_Foundation_2025_08/01_data/raw/nccs_990/postcard/raw/snapshot_year=2026/snapshot_month=2026-03/2026-03-E-POSTCARD.csv,https://nccsdata.s3.us-east-1.amazonaws.com/raw/e-postcard/2026-03-E-POSTCARD.csv,Inferred from the NCCS raw e-Postcard CSV header; field definitions come from the IRS 990-N data dictionary PDF.
17,organization_address_line_1,data/321_Black_Hills_Area_Community_Foundation_2025_08/01_data/raw/nccs_990/postcard/raw/snapshot_year=2026/snapshot_month=2026-03/2026-03-E-POSTCARD.csv,https://nccsdata.s3.us-east-1.amazonaws.com/raw/e-postcard/2026-03-E-POSTCARD.csv,Inferred from the NCCS raw e-Postcard CSV header; field definitions come from the IRS 990-N data dictionary PDF.
18,organization_address_line_2,data/321_Black_Hills_Area_Community_Foundation_2025_08/01_data/raw/nccs_990/postcard/raw/snapshot_year=2026/snapshot_month=2026-03/2026-03-E-POSTCARD.csv,https://nccsdata.s3.us-east-1.amazonaws.com/raw/e-postcard/2026-03-E-POSTCARD.csv,Inferred from the NCCS raw e-Postcard CSV header; field definitions come from the IRS 990-N data dictionary PDF.
19,organization_city,data/321_Black_Hills_Area_Community_Foundation_2025_08/01_data/raw/nccs_990/postcard/raw/snapshot_year=2026/snapshot_month=2026-03/2026-03-E-POSTCARD.csv,https://nccsdata.s3.us-east-1.amazonaws.com/raw/e-postcard/2026-03-E-POSTCARD.csv,Inferred from the NCCS raw e-Postcard CSV header; field definitions come from the IRS 990-N data dictionary PDF.
20,organization_province,data/321_Black_Hills_Area_Community_Foundation_2025_08/01_data/raw/nccs_990/postcard/raw/snapshot_year=2026/snapshot_month=2026-03/2026-03-E-POSTCARD.csv,https://nccsdata.s3.us-east-1.amazonaws.com/raw/e-postcard/2026-03-E-POSTCARD.csv,Inferred from the NCCS raw e-Postcard CSV header; field definitions come from the IRS 990-N data dictionary PDF.
21,organization_state,data/321_Black_Hills_Area_Community_Foundation_2025_08/01_data/raw/nccs_990/postcard/raw/snapshot_year=2026/snapshot_month=2026-03/2026-03-E-POSTCARD.csv,https://nccsdata.s3.us-east-1.amazonaws.com/raw/e-postcard/2026-03-E-POSTCARD.csv,Inferred from the NCCS raw e-Postcard CSV header; field definitions come from the IRS 990-N data dictionary PDF.
22,organization_zip,data/321_Black_Hills_Area_Community_Foundation_2025_08/01_data/raw/nccs_990/postcard/raw/snapshot_year=2026/snapshot_month=2026-03/2026-03-E-POSTCARD.csv,https://nccsdata.s3.us-east-1.amazonaws.com/raw/e-postcard/2026-03-E-POSTCARD.csv,Inferred from the NCCS raw e-Postcard CSV header; field definitions come from the IRS 990-N data dictionary PDF.
23,organization_country,data/321_Black_Hills_Area_Community_Foundation_2025_08/01_data/raw/nccs_990/postcard/raw/snapshot_year=2026/snapshot_month=2026-03/2026-03-E-POSTCARD.csv,https://nccsdata.s3.us-east-1.amazonaws.com/raw/e-postcard/2026-03-E-POSTCARD.csv,Inferred from the NCCS raw e-Postcard CSV header; field definitions come from the IRS 990-N data dictionary PDF.
24,dba_name_1,data/321_Black_Hills_Area_Community_Foundation_2025_08/01_data/raw/nccs_990/postcard/raw/snapshot_year=2026/snapshot_month=2026-03/2026-03-E-POSTCARD.csv,https://nccsdata.s3.us-east-1.amazonaws.com/raw/e-postcard/2026-03-E-POSTCARD.csv,Inferred from the NCCS raw e-Postcard CSV header; field definitions come from the IRS 990-N data dictionary PDF.
25,dba_name_2,data/321_Black_Hills_Area_Community_Foundation_2025_08/01_data/raw/nccs_990/postcard/raw/snapshot_year=2026/snapshot_month=2026-03/2026-03-E-POSTCARD.csv,https://nccsdata.s3.us-east-1.amazonaws.com/raw/e-postcard/2026-03-E-POSTCARD.csv,Inferred from the NCCS raw e-Postcard CSV header; field definitions come from the IRS 990-N data dictionary PDF.
26,dba_name_3,data/321_Black_Hills_Area_Community_Foundation_2025_08/01_data/raw/nccs_990/postcard/raw/snapshot_year=2026/snapshot_month=2026-03/2026-03-E-POSTCARD.csv,https://nccsdata.s3.us-east-1.amazonaws.com/raw/e-postcard/2026-03-E-POSTCARD.csv,Inferred from the NCCS raw e-Postcard CSV header; field definitions come from the IRS 990-N data dictionary PDF.
27,ID,data/321_Black_Hills_Area_Community_Foundation_2025_08/01_data/raw/nccs_990/postcard/raw/snapshot_year=2026/snapshot_month=2026-03/2026-03-E-POSTCARD.csv,https://nccsdata.s3.us-east-1.amazonaws.com/raw/e-postcard/2026-03-E-POSTCARD.csv,Inferred from the NCCS raw e-Postcard CSV header; field definitions come from the IRS 990-N data dictionary PDF.
